peng_winsor,gk_winsor,ump_scaled_winsor,Cluster
902994.0,479872.0,14.73180128983843,1
902994.0,425730.0,14.73180128983843,1
902994.0,442869.0,14.73180128983843,1
902994.0,435454.0,14.73180128983843,1
902994.0,454124.0,14.73180128983843,1
506656.0,351777.0,14.808762330974558,0
506656.0,360318.0,14.808762330974558,0
506656.0,353915.0,14.808762330974558,0
506656.0,362463.0,14.808762330974558,0
506656.0,353291.0,14.808762330974558,0
506656.0,361835.0,14.808762330974558,0
331248.0,134561.0,14.808762330974558,0
331248.0,136434.0,14.808762330974558,0
331248.0,100825.0,14.808762330974558,0
331248.0,104778.0,14.808762330974558,0
331248.0,111335.0,14.808762330974558,0
331248.0,114830.0,14.808762330974558,0
837905.0,486338.0,14.808762330974558,1
837905.0,496752.0,14.808762330974558,1
837905.0,454740.0,14.808762330974558,1
837905.0,467242.0,14.808762330974558,1
837905.0,464626.0,14.808762330974558,1
837905.0,476665.0,14.808762330974558,1
637432.0,351777.0,14.808762330974558,0
637432.0,360318.0,14.808762330974558,1
637432.0,353915.0,14.808762330974558,0
637432.0,362463.0,14.808762330974558,1
637432.0,353291.0,14.808762330974558,0
637432.0,361835.0,14.808762330974558,1
633864.0,134561.0,14.808762330974558,0
633864.0,136434.0,14.808762330974558,0
633864.0,100825.0,14.808762330974558,0
633864.0,104778.0,14.808762330974558,0
633864.0,111335.0,14.808762330974558,0
633864.0,114830.0,14.808762330974558,0
1271297.0,486338.0,14.808762330974558,2
1271297.0,496752.0,14.808762330974558,2
1271297.0,454740.0,14.808762330974558,2
1271297.0,467242.0,14.808762330974558,2
1271297.0,464626.0,14.808762330974558,2
1271297.0,476665.0,14.808762330974558,2
547668.0,351777.0,14.808762330974558,0
547668.0,360318.0,14.808762330974558,0
547668.0,353915.0,14.808762330974558,0
547668.0,362463.0,14.808762330974558,0
547668.0,353291.0,14.808762330974558,0
547668.0,361835.0,14.808762330974558,0
426149.0,134561.0,14.808762330974558,0
426149.0,136434.0,14.808762330974558,0
426149.0,100825.0,14.808762330974558,0
426149.0,104778.0,14.808762330974558,0
426149.0,111335.0,14.808762330974558,0
426149.0,114830.0,14.808762330974558,0
973817.0,486338.0,14.808762330974558,1
973817.0,496752.0,14.808762330974558,1
973817.0,454740.0,14.808762330974558,1
973817.0,467242.0,14.808762330974558,1
973817.0,464626.0,14.808762330974558,1
973817.0,476665.0,14.808762330974558,1
520759.0,364040.0,14.886001111315359,0
520759.0,377620.0,14.886001111315359,0
520759.0,372626.0,14.886001111315359,0
520759.0,387367.0,14.886001111315359,0
520759.0,370093.0,14.886001111315359,0
520759.0,384381.0,14.886001111315359,0
334915.0,137577.0,14.886001111315359,0
334915.0,140281.0,14.886001111315359,0
334915.0,106943.0,14.886001111315359,0
334915.0,110248.0,14.886001111315359,0
334915.0,116842.0,14.886001111315359,0
334915.0,120033.0,14.886001111315359,0
855674.0,501617.0,14.886001111315359,1
855674.0,517900.0,14.886001111315359,1
855674.0,479569.0,14.886001111315359,1
855674.0,497615.0,14.886001111315359,1
855674.0,486935.0,14.886001111315359,1
855674.0,504414.0,14.886001111315359,1
639421.0,364040.0,14.886001111315359,1
639421.0,377620.0,14.886001111315359,1
639421.0,372626.0,14.886001111315359,1
639421.0,387367.0,14.886001111315359,1
639421.0,370093.0,14.886001111315359,1
639421.0,384381.0,14.886001111315359,1
640399.0,137577.0,14.886001111315359,0
640399.0,140281.0,14.886001111315359,0
640399.0,106943.0,14.886001111315359,0
640399.0,110248.0,14.886001111315359,0
640399.0,116842.0,14.886001111315359,0
640399.0,120033.0,14.886001111315359,0
1279820.0,501617.0,14.886001111315359,2
1279820.0,517900.0,14.886001111315359,2
1279820.0,479569.0,14.886001111315359,2
1279820.0,497615.0,14.886001111315359,2
1279820.0,486935.0,14.886001111315359,2
1279820.0,504414.0,14.886001111315359,2
559299.0,364040.0,14.886001111315359,0
559299.0,377620.0,14.886001111315359,0
559299.0,372626.0,14.886001111315359,0
559299.0,387367.0,14.886001111315359,0
559299.0,370093.0,14.886001111315359,0
559299.0,384381.0,14.886001111315359,0
434133.0,137577.0,14.886001111315359,0
434133.0,140281.0,14.886001111315359,0
434133.0,106943.0,14.886001111315359,0
434133.0,110248.0,14.886001111315359,0
434133.0,116842.0,14.886001111315359,0
434133.0,120033.0,14.886001111315359,0
993433.0,501617.0,14.886001111315359,1
993433.0,517900.0,14.886001111315359,1
993433.0,479569.0,14.886001111315359,1
993433.0,497615.0,14.886001111315359,1
993433.0,486935.0,14.886001111315359,1
993433.0,504414.0,14.886001111315359,1
566947.0,398026.0,14.967673408141199,0
566947.0,399504.0,14.967673408141199,0
566947.0,396615.0,14.967673408141199,0
566947.0,397816.0,14.967673408141199,0
566947.0,397032.0,14.967673408141199,0
566947.0,398316.0,14.967673408141199,0
378673.0,143425.0,14.967673408141199,0
378673.0,144182.0,14.967673408141199,0
378673.0,116270.0,14.967673408141199,0
378673.0,116847.0,14.967673408141199,0
378673.0,125093.0,14.967673408141199,0
378673.0,125892.0,14.967673408141199,0
945621.0,541451.0,14.967673408141199,1
945621.0,543685.0,14.967673408141199,1
945621.0,512886.0,14.967673408141199,1
945621.0,514663.0,14.967673408141199,1
945621.0,522125.0,14.967673408141199,1
945621.0,524208.0,14.967673408141199,1
655222.0,398026.0,14.967673408141199,1
655222.0,399504.0,14.967673408141199,1
655222.0,396615.0,14.967673408141199,1
655222.0,397816.0,14.967673408141199,1
655222.0,397032.0,14.967673408141199,1
655222.0,398316.0,14.967673408141199,1
704431.0,143425.0,14.967673408141199,0
704431.0,144182.0,14.967673408141199,0
704431.0,116270.0,14.967673408141199,0
704431.0,116847.0,14.967673408141199,0
704431.0,125093.0,14.967673408141199,0
704431.0,125892.0,14.967673408141199,0
1359653.0,541451.0,14.967673408141199,2
1359653.0,543685.0,14.967673408141199,2
1359653.0,512886.0,14.967673408141199,2
1359653.0,514663.0,14.967673408141199,2
1359653.0,522125.0,14.967673408141199,2
1359653.0,524208.0,14.967673408141199,2
595634.0,398026.0,14.967673408141199,0
595634.0,399504.0,14.967673408141199,0
595634.0,396615.0,14.967673408141199,0
595634.0,397816.0,14.967673408141199,0
595634.0,397032.0,14.967673408141199,0
595634.0,398316.0,14.967673408141199,0
484536.0,143425.0,14.967673408141199,0
484536.0,144182.0,14.967673408141199,0
484536.0,116270.0,14.967673408141199,0
484536.0,116847.0,14.967673408141199,0
484536.0,125093.0,14.967673408141199,0
484536.0,125892.0,14.967673408141199,0
1080171.0,541451.0,14.967673408141199,2
1080171.0,543685.0,14.967673408141199,2
1080171.0,512886.0,14.967673408141199,2
1080171.0,514663.0,14.967673408141199,2
1080171.0,522125.0,14.967673408141199,2
1080171.0,524208.0,14.967673408141199,2
597940.0,418047.0,14.967673408141199,0
597940.0,426126.0,14.967673408141199,0
597940.0,406917.0,14.967673408141199,0
597940.0,414738.0,14.967673408141199,0
597940.0,410420.0,14.967673408141199,0
597940.0,418296.0,14.967673408141199,0
378673.0,147729.0,14.967673408141199,0
378673.0,151144.0,14.967673408141199,0
378673.0,122118.0,14.967673408141199,0
378673.0,126262.0,14.967673408141199,0
378673.0,130689.0,14.967673408141199,0
378673.0,134643.0,14.967673408141199,0
976613.0,565776.0,14.967673408141199,1
976613.0,577270.0,14.967673408141199,1
976613.0,529035.0,14.967673408141199,1
976613.0,541000.0,14.967673408141199,1
976613.0,541109.0,14.967673408141199,1
976613.0,552939.0,14.967673408141199,1
734401.0,418047.0,14.967673408141199,1
734401.0,426126.0,14.967673408141199,1
734401.0,406917.0,14.967673408141199,1
734401.0,414738.0,14.967673408141199,1
734401.0,410420.0,14.967673408141199,1
734401.0,418296.0,14.967673408141199,1
724090.0,147729.0,14.967673408141199,0
724090.0,151144.0,14.967673408141199,0
724090.0,122118.0,14.967673408141199,0
724090.0,126262.0,14.967673408141199,0
724090.0,130689.0,14.967673408141199,0
724090.0,134643.0,14.967673408141199,0
1458492.0,565776.0,14.967673408141199,2
1458492.0,577270.0,14.967673408141199,2
1458492.0,529035.0,14.967673408141199,2
1458492.0,541000.0,14.967673408141199,2
1458492.0,541109.0,14.967673408141199,2
1458492.0,552939.0,14.967673408141199,2
643591.0,418047.0,14.967673408141199,1
643591.0,426126.0,14.967673408141199,1
643591.0,406917.0,14.967673408141199,1
643591.0,414738.0,14.967673408141199,1
643591.0,410420.0,14.967673408141199,1
643591.0,418296.0,14.967673408141199,1
494227.0,147729.0,14.967673408141199,0
494227.0,151144.0,14.967673408141199,0
494227.0,122118.0,14.967673408141199,0
494227.0,126262.0,14.967673408141199,0
494227.0,130689.0,14.967673408141199,0
494227.0,134643.0,14.967673408141199,0
1137819.0,565776.0,14.967673408141199,2
1137819.0,577270.0,14.967673408141199,2
1137819.0,529035.0,14.967673408141199,2
1137819.0,541000.0,14.967673408141199,2
1137819.0,541109.0,14.967673408141199,2
1137819.0,552939.0,14.967673408141199,2
633566.0,448528.0,14.968124802615032,1
633566.0,481276.0,14.968124802615032,1
633566.0,434104.0,14.968124802615032,1
633566.0,462138.0,14.968124802615032,1
633566.0,438658.0,14.968124802615032,1
633566.0,468255.0,14.968124802615032,1
406040.0,157867.0,14.968124802615032,0
406040.0,164956.0,14.968124802615032,0
406040.0,131658.0,14.968124802615032,0
406040.0,140763.0,14.968124802615032,0
406040.0,140570.0,14.968124802615032,0
406040.0,149038.0,14.968124802615032,0
1039606.0,606394.0,14.968124802615032,1
1039606.0,646232.0,14.968124802615032,1
1039606.0,565762.0,14.968124802615032,1
1039606.0,602900.0,14.968124802615032,1
1039606.0,579228.0,14.968124802615032,1
1039606.0,617293.0,14.968124802615032,1
736172.0,448528.0,14.968124802615032,1
736172.0,481276.0,14.968124802615032,1
736172.0,434104.0,14.968124802615032,1
736172.0,462138.0,14.968124802615032,1
736172.0,438658.0,14.968124802615032,1
736172.0,468255.0,14.968124802615032,1
716409.0,157867.0,14.968124802615032,0
716409.0,164956.0,14.968124802615032,0
716409.0,131658.0,14.968124802615032,0
716409.0,140763.0,14.968124802615032,0
716409.0,140570.0,14.968124802615032,0
716409.0,149038.0,14.968124802615032,0
1452581.0,606394.0,14.968124802615032,2
1452581.0,646232.0,14.968124802615032,2
1452581.0,565762.0,14.968124802615032,2
1452581.0,602900.0,14.968124802615032,2
1452581.0,579228.0,14.968124802615032,2
1452581.0,617293.0,14.968124802615032,2
668480.0,448528.0,14.968124802615032,1
668480.0,481276.0,14.968124802615032,1
668480.0,434104.0,14.968124802615032,1
668480.0,462138.0,14.968124802615032,1
668480.0,438658.0,14.968124802615032,1
668480.0,468255.0,14.968124802615032,1
511651.0,157867.0,14.968124802615032,0
511651.0,164956.0,14.968124802615032,0
511651.0,131658.0,14.968124802615032,0
511651.0,140763.0,14.968124802615032,0
511651.0,140570.0,14.968124802615032,0
511651.0,149038.0,14.968124802615032,0
1180132.0,606394.0,14.968124802615032,2
1180132.0,646232.0,14.968124802615032,2
1180132.0,565762.0,14.968124802615032,2
1180132.0,602900.0,14.968124802615032,2
1180132.0,579228.0,14.968124802615032,2
1180132.0,617293.0,14.968124802615032,2
413087.0,261677.0,14.301018373745976,0
413087.0,273271.0,14.301018373745976,0
413087.0,266143.0,14.301018373745976,0
413087.0,284650.0,14.301018373745976,0
413087.0,263932.0,14.301018373745976,0
413087.0,279015.0,14.301018373745976,0
303463.0,102643.0,14.301018373745976,0
303463.0,106627.0,14.301018373745976,0
303463.0,69990.0,14.301018373745976,0
303463.0,69990.0,14.301018373745976,0
303463.0,84021.0,14.301018373745976,0
303463.0,87123.0,14.301018373745976,0
682494.0,364320.0,14.301018373745976,1
682494.0,379898.0,14.301018373745976,1
682494.0,331895.0,14.301018373745976,1
682494.0,352637.0,14.301018373745976,1
682494.0,347953.0,14.301018373745976,1
682494.0,366138.0,14.301018373745976,1
416073.0,261677.0,14.301018373745976,0
416073.0,273271.0,14.301018373745976,0
416073.0,266143.0,14.301018373745976,0
416073.0,284650.0,14.301018373745976,0
416073.0,263932.0,14.301018373745976,0
416073.0,279015.0,14.301018373745976,0
453609.0,102643.0,14.301018373745976,0
453609.0,106627.0,14.301018373745976,0
453609.0,69990.0,14.301018373745976,0
453609.0,69990.0,14.301018373745976,0
453609.0,84021.0,14.301018373745976,0
453609.0,87123.0,14.301018373745976,0
869682.0,364320.0,14.301018373745976,1
869682.0,379898.0,14.301018373745976,1
869682.0,331895.0,14.301018373745976,1
869682.0,352637.0,14.301018373745976,1
869682.0,347953.0,14.301018373745976,1
869682.0,366138.0,14.301018373745976,1
414566.0,261677.0,14.301018373745976,0
414566.0,273271.0,14.301018373745976,0
414566.0,266143.0,14.301018373745976,0
414566.0,284650.0,14.301018373745976,0
414566.0,263932.0,14.301018373745976,0
414566.0,279015.0,14.301018373745976,0
360624.0,102643.0,14.301018373745976,0
360624.0,106627.0,14.301018373745976,0
360624.0,69990.0,14.301018373745976,0
360624.0,69990.0,14.301018373745976,0
360624.0,84021.0,14.301018373745976,0
360624.0,87123.0,14.301018373745976,0
775189.0,364320.0,14.301018373745976,1
775189.0,379898.0,14.301018373745976,1
775189.0,331895.0,14.301018373745976,1
775189.0,352637.0,14.301018373745976,1
775189.0,347953.0,14.301018373745976,1
775189.0,366138.0,14.301018373745976,1
450979.0,290096.0,14.409872778658057,0
450979.0,302027.0,14.409872778658057,0
450979.0,304942.0,14.409872778658057,0
450979.0,313234.0,14.409872778658057,0
450979.0,296832.0,14.409872778658057,0
450979.0,308037.0,14.409872778658057,0
303463.0,108312.0,14.409872778658057,0
303463.0,111808.0,14.409872778658057,0
303463.0,72806.0,14.409872778658057,0
303463.0,75473.0,14.409872778658057,0
303463.0,91324.0,14.409872778658057,0
303463.0,93795.0,14.409872778658057,0
738234.0,398408.0,14.409872778658057,1
738234.0,413835.0,14.409872778658057,1
738234.0,377748.0,14.409872778658057,1
738234.0,388707.0,14.409872778658057,1
738234.0,388156.0,14.409872778658057,1
738234.0,401832.0,14.409872778658057,1
493141.0,290096.0,14.409872778658057,0
493141.0,302027.0,14.409872778658057,0
493141.0,304942.0,14.409872778658057,0
493141.0,313234.0,14.409872778658057,0
493141.0,296832.0,14.409872778658057,0
493141.0,308037.0,14.409872778658057,0
474404.0,108312.0,14.409872778658057,0
474404.0,111808.0,14.409872778658057,0
474404.0,72806.0,14.409872778658057,0
474404.0,75473.0,14.409872778658057,0
474404.0,91324.0,14.409872778658057,0
474404.0,93795.0,14.409872778658057,0
967546.0,398408.0,14.409872778658057,1
967546.0,413835.0,14.409872778658057,1
967546.0,377748.0,14.409872778658057,1
967546.0,388707.0,14.409872778658057,1
967546.0,388156.0,14.409872778658057,1
967546.0,401832.0,14.409872778658057,1
472220.0,290096.0,14.409872778658057,0
472220.0,302027.0,14.409872778658057,0
472220.0,304942.0,14.409872778658057,0
472220.0,313234.0,14.409872778658057,0
472220.0,296832.0,14.409872778658057,0
472220.0,308037.0,14.409872778658057,0
381537.0,108312.0,14.409872778658057,0
381537.0,111808.0,14.409872778658057,0
381537.0,72806.0,14.409872778658057,0
381537.0,75473.0,14.409872778658057,0
381537.0,91324.0,14.409872778658057,0
381537.0,93795.0,14.409872778658057,0
853756.0,398408.0,14.409872778658057,1
853756.0,413835.0,14.409872778658057,1
853756.0,377748.0,14.409872778658057,1
853756.0,388707.0,14.409872778658057,1
853756.0,388156.0,14.409872778658057,1
853756.0,401832.0,14.409872778658057,1
490603.0,311996.0,14.489145609029467,0
490603.0,321688.0,14.489145609029467,0
490603.0,316190.0,14.489145609029467,0
490603.0,322222.0,14.489145609029467,0
490603.0,314243.0,14.489145609029467,0
490603.0,321967.0,14.489145609029467,0
303463.0,113696.0,14.489145609029467,0
303463.0,117206.0,14.489145609029467,0
303463.0,79842.0,14.489145609029467,0
303463.0,84935.0,14.489145609029467,0
303463.0,97102.0,14.489145609029467,0
303463.0,101729.0,14.489145609029467,0
768718.0,425693.0,14.489145609029467,1
768718.0,438894.0,14.489145609029467,1
768718.0,396033.0,14.489145609029467,1
768718.0,407157.0,14.489145609029467,1
768718.0,411345.0,14.489145609029467,1
768718.0,423696.0,14.489145609029467,1
553690.0,311996.0,14.489145609029467,0
553690.0,321688.0,14.489145609029467,0
553690.0,316190.0,14.489145609029467,0
553690.0,322222.0,14.489145609029467,0
553690.0,314243.0,14.489145609029467,0
553690.0,321967.0,14.489145609029467,0
491793.0,113696.0,14.489145609029467,0
491793.0,117206.0,14.489145609029467,0
491793.0,79842.0,14.489145609029467,0
491793.0,84935.0,14.489145609029467,0
491793.0,97102.0,14.489145609029467,0
491793.0,101729.0,14.489145609029467,0
1045483.0,425693.0,14.489145609029467,1
1045483.0,438894.0,14.489145609029467,1
1045483.0,396033.0,14.489145609029467,1
1045483.0,407157.0,14.489145609029467,1
1045483.0,411345.0,14.489145609029467,1
1045483.0,423696.0,14.489145609029467,1
522766.0,311996.0,14.489145609029467,0
522766.0,321688.0,14.489145609029467,0
522766.0,316190.0,14.489145609029467,0
522766.0,322222.0,14.489145609029467,0
522766.0,314243.0,14.489145609029467,0
522766.0,321967.0,14.489145609029467,0
387051.0,113696.0,14.489145609029467,0
387051.0,117206.0,14.489145609029467,0
387051.0,79842.0,14.489145609029467,0
387051.0,84935.0,14.489145609029467,0
387051.0,97102.0,14.489145609029467,0
387051.0,101729.0,14.489145609029467,0
909817.0,425693.0,14.489145609029467,1
909817.0,438894.0,14.489145609029467,1
909817.0,396033.0,14.489145609029467,1
909817.0,407157.0,14.489145609029467,1
909817.0,411345.0,14.489145609029467,1
909817.0,423696.0,14.489145609029467,1
519512.0,328225.0,14.57265970949449,0
519512.0,345167.0,14.57265970949449,0
519512.0,333843.0,14.57265970949449,0
519512.0,342317.0,14.57265970949449,0
519512.0,331105.0,14.57265970949449,0
519512.0,343740.0,14.57265970949449,0
337487.0,120138.0,14.57265970949449,0
337487.0,120623.0,14.57265970949449,0
337487.0,87743.0,14.57265970949449,0
337487.0,93173.0,14.57265970949449,0
337487.0,104865.0,14.57265970949449,0
337487.0,107932.0,14.57265970949449,0
857000.0,448363.0,14.57265970949449,1
857000.0,465790.0,14.57265970949449,1
857000.0,421586.0,14.57265970949449,1
857000.0,435492.0,14.57265970949449,1
857000.0,435970.0,14.57265970949449,1
857000.0,451673.0,14.57265970949449,1
586199.0,328225.0,14.57265970949449,0
586199.0,345167.0,14.57265970949449,0
586199.0,333843.0,14.57265970949449,0
586199.0,342317.0,14.57265970949449,0
586199.0,331105.0,14.57265970949449,0
586199.0,343740.0,14.57265970949449,0
544628.0,120138.0,14.57265970949449,0
544628.0,120623.0,14.57265970949449,0
544628.0,87743.0,14.57265970949449,0
544628.0,93173.0,14.57265970949449,0
544628.0,104865.0,14.57265970949449,0
544628.0,107932.0,14.57265970949449,0
1130828.0,448363.0,14.57265970949449,2
1130828.0,465790.0,14.57265970949449,2
1130828.0,421586.0,14.57265970949449,2
1130828.0,435492.0,14.57265970949449,2
1130828.0,435970.0,14.57265970949449,2
1130828.0,451673.0,14.57265970949449,2
554754.0,328225.0,14.57265970949449,0
554754.0,345167.0,14.57265970949449,0
554754.0,333843.0,14.57265970949449,0
554754.0,342317.0,14.57265970949449,0
554754.0,331105.0,14.57265970949449,0
554754.0,343740.0,14.57265970949449,0
446955.0,120138.0,14.57265970949449,0
446955.0,120623.0,14.57265970949449,0
446955.0,87743.0,14.57265970949449,0
446955.0,93173.0,14.57265970949449,0
446955.0,104865.0,14.57265970949449,0
446955.0,107932.0,14.57265970949449,0
1001709.0,448363.0,14.57265970949449,1
1001709.0,465790.0,14.57265970949449,1
1001709.0,421586.0,14.57265970949449,1
1001709.0,435492.0,14.57265970949449,1
1001709.0,435970.0,14.57265970949449,1
1001709.0,451673.0,14.57265970949449,1
533737.0,354346.0,14.649898152638603,0
533737.0,366831.0,14.649898152638603,0
533737.0,348030.0,14.649898152638603,0
533737.0,367379.0,14.649898152638603,0
533737.0,351215.0,14.649898152638603,0
533737.0,367105.0,14.649898152638603,0
369051.0,129321.0,14.649898152638603,0
369051.0,139706.0,14.649898152638603,0
369051.0,97785.0,14.649898152638603,0
369051.0,103166.0,14.649898152638603,0
369051.0,114907.0,14.649898152638603,0
369051.0,123015.0,14.649898152638603,0
902788.0,483667.0,14.649898152638603,1
902788.0,506538.0,14.649898152638603,1
902788.0,445815.0,14.649898152638603,1
902788.0,470545.0,14.649898152638603,1
902788.0,466122.0,14.649898152638603,1
902788.0,490120.0,14.649898152638603,1
612136.0,354346.0,14.649898152638603,0
612136.0,366831.0,14.649898152638603,0
612136.0,348030.0,14.649898152638603,0
612136.0,367379.0,14.649898152638603,0
612136.0,351215.0,14.649898152638603,0
612136.0,367105.0,14.649898152638603,0
587371.0,129321.0,14.649898152638603,0
587371.0,139706.0,14.649898152638603,0
587371.0,97785.0,14.649898152638603,0
587371.0,103166.0,14.649898152638603,0
587371.0,114907.0,14.649898152638603,0
587371.0,123015.0,14.649898152638603,0
1199507.0,483667.0,14.649898152638603,2
1199507.0,506538.0,14.649898152638603,2
1199507.0,445815.0,14.649898152638603,2
1199507.0,470545.0,14.649898152638603,2
1199507.0,466122.0,14.649898152638603,2
1199507.0,490120.0,14.649898152638603,2
576322.0,354346.0,14.649898152638603,0
576322.0,366831.0,14.649898152638603,0
576322.0,348030.0,14.649898152638603,0
576322.0,367379.0,14.649898152638603,0
576322.0,351215.0,14.649898152638603,0
576322.0,367105.0,14.649898152638603,0
